id,titre,description,type_contrat,experience,ville,secteur,entreprise,salaire_min,salaire_max,salaire_moy,date_publication,mot_cle_source,salaire_moy_avant_correction,salaire_corrige_heuristique,departement,ville_clean,contrat_simplifie,zone_geographique,categorie_metier,source_classification
3904211,Data Officer H/F,"Au sein d'une équipe dédiée à l'administration des données financières, vous jouez un rôle clé dans la collecte, le contrôle et la diffusion des informations de marché utilisées par de nombreux métiers de la finance. À ce titre, vous êtes notamment en charge de : - Assurer le suivi et le pilotage des flux de données provenant de fournisseurs d'informations financières ; - Collecter, intégrer et contrôler les données de marché relatives aux différents instruments financiers ; - Garantir la qualité, la cohérence et la fiabilité des données au sein des référentiels ; - Participer à l'amélioration continue des processus de contrôle et de gestion des données ; - Assurer la mise à disposition des informations nécessaires aux différentes équipes métiers ; - Analyser et résoudre les anomalies liées aux données financières ; - Collaborer avec des équipes internationales et différents interlocuteurs internes et externes ; - Accompagner les utilisateurs sur les problématiques liées aux données de marché. Diplômé(e) d'une formation supérieure en Finance, Gestion, Data ou Informatique (Bac+4/5), vous justifiez idéalement d'une première expérience dans un environnement financier ou lié aux données de marché. Vous disposez des compétences suivantes : - Bonne connaissance des marchés financiers et des instruments financiers; - Sensibilité aux problématiques de qualité et de gouvernance des données ; - Maîtrise des outils bureautiques, notamment Excel ; - Forte capacité d'analyse et de résolution de problèmes ; - Rigueur, organisation et sens du détail ; - Excellent relationnel et sens du service. Un niveau d'anglais professionnel est indispensable pour évoluer dans un contexte international.",CDD - 6 Mois,2 An(s),92 - Montrouge,Conseil pour les affaires et autres conseils de gestion,,35000.0,0.0,35000.0,,data engineer,17500.0,True,92,Montrouge,CDD,Île-de-France,Data Management / Governance,titre
4340726,Manager Machine Learning Engineer / Conseil – F/H h/f,"Manager Machine Learning Engineer / Conseil – F/H

Description de poste

CGI Business Consulting est le partenaire stratégique des entreprises et des organisations dans leur transformation digitale. Forts de l’appui d’un grand groupe et d’une dynamique entrepreneuriale, nous accompagnons nos clients dans l’exploitation des opportunités offertes par la Data et l’Intelligence Artificielle.

Notre équipe en forte croissance recherche des talents ambitieux et passionnés, désireux de relever des défis et d’innover dans un environnement dynamique et collaboratif.

Pourquoi nous rejoindre ?

- Leadership sur des projets stratégiques en IA et data chez des grands comptes.

- Rôle clé dans le développement de l’offre MLOps et ML Engineering CGI.

- Encadrement d’équipes techniques et gestion de programmes complexes.

Fonctions et responsabilités

Vos missions :

- Définir et piloter des architectures ML/AI à grande échelle pour nos clients.

- Encadrer des équipes de ML Engineers et assurer leur montée en compétences.

- Garantir la robustesse, la performance et la gouvernance des solutions livrées.

- Contribuer au développement commercial (avant-vente, propositions, soutenances).

- Structurer nos méthodologies ML Engineering et promouvoir les bonnes pratiques IA responsable.

- Interagir avec les directions IT, data et métiers pour assurer l’alignement stratégique.

En rejoignant CGI, vous bénéficiez notamment d’une offre complète de formations (techniques, métiers, développement personnel,…), de flexibilité grâce à notre accord télétravail (jusqu’à 3 jours de télétravail par semaine), d’une politique de congés avantageuse (27 jours de congés payés, RTT, congés ancienneté et enfant malade,…) et d’un package d’avantages intéressant (régime d’achats d’actions, participation, CSE,...).

Qualités requises pour réussir dans ce rôle

- Bac+5 avec 6 ans d'expérience en ML engineering, dont expérience en gestion d’équipes.

- Expertise Cloud Data (AWS, Azure, GCP), big data (Spark, Kafka) et MLOps (Kubeflow, MLflow).

- Solide compréhension des architectures modernes (lakehouse, event-driven, CI/CD).

- Leadership technique, excellente communication et aisance avec des interlocuteurs C-level.

- Anglais courant (C1).

CGI est un employeur inclusif et attentif aux candidatures des personnes en situation de handicap, à l’évolution de carrières des hommes et des femmes et au bien-être de nos salariés LGBT+. Notre engagement en faveur de la diversité et de l’inclusion a été reconnu par l’obtention du label recrutement inclusif, décerné par Job in Live, acteur spécialisé dans le recrutement inclusif. Dans un souci d’accessibilité et de clarté, le point médian n’est pas utilisé dans cette annonce. Tous les termes employés se réfèrent aussi bien au genre féminin que masculin.

#LI-WSEML1

Ensemble, en tant que propriétaires, mettons notre savoir-faire à l’œuvre.

La vie chez CGI est ancrée dans l’actionnariat, le travail d’équipe, le respect et un sentiment d’appartenance. Chez nous, vous pourrez exploiter votre plein potentiel parce que…

Nous vous invitons à devenir propriétaire dès le jour 1 alors que nous travaillons ensemble à faire de notre rêve une réalité. C’est pourquoi nous nous désignons comme associés de CGI, plutôt que comme employés. Nous tirons profit des retombées de notre succès collectif et contribuons activement à l’orientation et à la stratégie de notre entreprise.

Votre travail crée de la valeur. Vous élaborerez des solutions novatrices et développerez des relations durables avec vos collègues et clients, tout en ayant accès à des capacités mondiales pour concrétiser vos idées, saisir de nouvelles opportunités, et bénéficier d’une expertise sectorielle et technologique de pointe.

Vous ferez évoluer votre carrière en vous joignant à une entreprise bâtie pour croître et durer. Vous serez soutenus par des leaders qui ont votre santé et bien-être à cœur et qui vous permettront de saisir des occasions afin de parfaire vos compétences et élargir les horizons.

Ce même engagement envers l’équité s’étend à notre utilisation des technologies. Afin de soutenir notre équipe de recrutement, des outils d’IA peuvent être utilisés pour aider à l’évaluation des candidatures, sans jamais remplacer le jugement humain. Toutes les décisions d’embauche demeurent entièrement entre les mains de nos professionnels du recrutement.

Joignez-vous à nous, l’une des plus importantes entreprises de conseil en technologie de l’information (TI) et en management au monde.",CDI,Expérience exigée,75 - Paris,,,,,,,machine learning,,False,75,Paris,CDI,Île-de-France,Ingénieur IA / ML,titre
4262523,Machine learning Engineer (H/F),"Depuis sa création, KLANIK s'est donnée pour mission de conjuguer expertise technologique et authenticité.
Ce pari audacieux, né à Marseille, en France, s'est transformé en une aventure internationale qui compte aujourd'hui plus de 800 collaborateurs, des implantations dans 10 pays, des hubs stratégiques et des filiales innovantes.  Notre rôle : recruter les meilleurs talents & les connecter à nos clients pour les accompagner dans leurs projets digitaux.
KLANIK est une société de conseil en informatique et digital, structurée autour de 5 pôles d'expertises : Data & IA, DevOps Cloud Infra, Cybersécurité, Software, Produit Agilité Pilotage. 
Nos 800 talents ont des profils variés : tech (nos pôles d'expertises), opérationnels (fonctions commerciales et recrutement) et support (finance, communication, recrutement, office management).
Au?delà des métiers, KLANIK cultive un modèle profondément humain, qui dépasse les frontières : de la Belgique à la Colombie, nos valeurs résonnent. Une culture fondée sur le partage, l'exigence et la bienveillance - un collectif où chacun peut trouver sa place. En témoignent nos filiales : 
-Klanik Esport : club Esport & agence de gamification;
-Korner : incubateur de startups tech;
-Kampus : organisme de formation certifié Qualiopi
Aussi, l'Act'In Klanik, rôles qui permettent à nos collaborateurs d'enrichir leur expérience et de faire vivre leurs passions, au-delà de leurs missions.
Notre culture est résumée par cette phrase, souvent apposée sous notre logo : Human-Made Technology. La tech oui, mais une tech humaine, qui diffuse un modèle où l'authenticité de chacun est la priorité.
 
KLANIK, en tant que société à mission, croit en la force de la diversité et de l'inclusion. Nos recrutements sont fondés sur les compétences, sans distinction d'origine, d'âge ou de genre, et tous nos postes sont ouverts aux personnes en situation de handicap. Nous sommes convaincus que la diversité de nos équipes est une force qui contribue à notre succès.

Le poste : 

En tant que consultant(e) Klanik, vous interviendrez chez l'un de nos partenaires grands-comptes sur la mission suivante: 

- Déploiement et gestion d'applications ML en production, avec une forte dimension MLOps.
- Mise en production d'applications de Machine Learning
- Collecte et orchestration de pipelines de données
- Création d'outils CI/CD
- Monitoring applicatif et intégration des modèles dans des produits digitaux.

Compétences techniques attendues : Python, FastAPI, Streamlit, Docker, Google Cloud Platform, GitHub Actions, SQL/NoSQL, LangChain, orchestration de pipelines de données, Scrum / SAFe. 

Profil recherché : 

- Vous disposez d'une experience d'au moins 4 ans (hors stage et alternance) sur une fonction similaire 
- Vous avez une solide culture MLOps/LLMOps et des bonnes pratiques de software engineering
- Vous avez pu exercer dans un contexte agile 
- Vous parlez anglais couramment

Klanik s'engage pour la diversité et tous nos postes sont ouverts aux personnes en situation de handicap.",CDI,5 An(s),59 - Lille,,KLANIK,,,,,machine learning,,False,59,Lille,CDI,Lille Métropole,Ingénieur IA / ML,titre
4037687,"Ingénieur data / machine learning F/H - Système, réseaux, données (H/F)","Descriptif du poste:


LEA Recrutement présente une nouvelle offre d'emploi : CDI chez client final.

 

Notre client, entreprise innovante spécialisée dans l'IA appliquée à la santé, recrute un Ingénieur data / machine learning H/F sur Montpellier.

 

Un poste stratégique au croisement de la data, de l'intelligence artificielle et de l'innovation santé !

 Votre rôle et missions :  
* Concevoir et développer des pipelines de traitement et d'analyse de données.
* Participer à la création, l'entraînement et l'optimisation de modèles machine learning.
* Exploiter des données complexes issues d'environnements santé et recherche.
* Industrialiser les workflows data et garantir leur fiabilité.
* Participer à l'amélioration continue des modèles prédictifs et algorithmes IA.
* Collaborer avec les équipes produit, techniques et scientifiques.
* Assurer la qualité, la reproductibilité et la documentation des traitements data.
* Participer aux réflexions autour de l'architecture data et ML.

 

 Les avantages côté entreprise  :
* Environnement technique moderne et stimulant.
* Avantages à découvrir lors des échanges !

 

Postulez ! 

 

LEA Recrutement

Profil recherché:


Ce que nous attendons de vous :
* Formation ingénieur ou Bac+5 spécialisé data, IA, machine learning ou bioinformatique.
* Expérience en Python et environnement data scientifique.
* Connaissances en machine learning, analyse statistique et traitement de données.
* Bonne maîtrise SQL, Linux et outils de gestion de pipelines appréciée.
* Sensibilité aux environnements santé, recherche ou données complexes.
* Capacité d'analyse, autonomie et curiosité technique.
* Anglais professionnel apprécié.",CDI,2 An(s),34 - Montpellier,Autres activités informatiques,LEA Linking Executive Associates,,,,,machine learning,,False,34,Montpellier,CDI,Montpellier Méditerranée Métropole,Ingénieur IA / ML,titre
3955802,Machine Learning Engineer (H/F),"Soors est un cabinet de recrutement spécialisé dans l'accompagnement des talents IT et digitaux vers des opportunités en CDI ou en missions innovantes. Nous valorisons l'expertise, l'agilité et l'esprit d'équipe, en plaçant l'humain et l'éthique au coeur de notre approche. Nos clients sont des acteurs majeurs de la transformation numérique. Le poste : Intégrez une direction IT dynamique, au coeur de projets innovants liés à la recherche, la recommandation et la qualité de l'offre. Vous accompagnerez la transformation technique autour du Machine Learning. Missions principales : - Participer à la conception technique et à l'industrialisation des déploiements de modèles de Machine Learning (ML). - Automatiser les tests fonctionnels et optimiser le code Python. - Assurer le débogage et fournir une assistance aux équipes Data Science. - Maintenir les applications (migration Python, maintenance en conditions opérationnelles). - Former et accompagner les Data Scientists aux bonnes pratiques de développement (Clean Code, SOLID, Refactoring). - Concevoir et animer des formations techniques auprès des équipes. Environnement technique : - Python, SQL, Data Science, Docker, Kubernetes. - Pratiques CICD, MLOps (atout supplémentaire). Modalités : - Poste basé à Bordeaux. - Télétravail partiel possible. Profil recherché : Nous recherchons un(e) professionnel(le) expérimenté(e) en Machine Learning et développement Python. Expérience : - Minimum 4 ans dans un environnement similaire. Compétences : - Excellente maîtrise de Python et SQL. - Bonne connaissance des concepts Data Science. - Maîtrise de Docker et Kubernetes. - Connaissance des pratiques CICD et MLOps (atout). Qualités : - Rigueur, autonomie, pédagogie et goût du travail en équipe. - Capacité à accompagner et former des équipes techniques. Formation : - Diplôme Bac+5 ou équivalent en informatique, data ou domaine connexe.",CDI,5 An(s),33 - Bordeaux,,,,,,,machine learning,,False,33,Bordeaux,CDI,Bordeaux Métropole,Ingénieur IA / ML,titre
3953773,Ingénieur / Ingénieure machine learning (H/F),"Sous la responsabilité du responsable de ligne, vos missions seront les suivantes :- Assurer le bon fonctionnement des machines de votre poste de travail (mise en route et surveillance) et effectuer leur réglage en fonction des consignes données, - Exécuter les opérations de production en respectant les règles d'hygiène, de traçabilité, et de sécurité requises,- Surveiller le bon déroulement du process de l'ensemble de la zone affectée,- Réaliser des autocontrôles, réagir en cas d'écart et alerter, - Résoudre les défauts les plus courants en matière d'hygiène, de qualité et de technique - Nettoyer et ranger le poste de travail en se référant systématiquement aux consignes et procédures mises en place.Poste en horaires postés : 3x8 (5h/13 ou 13h/21h ou 21h/5h)Disponibilités : Week-end - Vacances Scolaires - EtéPour l'été, disponibilités obligatoires sur : JUILLET ET AOUT",CDI,Débutant accepté,38 - Charancieu,Activités des sièges sociaux,,,,,,machine learning,,False,38,Charancieu,CDI,Charancieu,Ingénieur IA / ML,titre
3535028,Machine Learning Engineer - confirmé (H/F),"Et si votre expertise IA servait des produits digitaux concrets, à grande échelle ? En tant que Machine Learning Engineer H/F , vous intervenez au cœur de projets data et IA avancés, dans des environnements cloud GCP industrialisés. Vous jouez un rôle clé dans le déploiement, l’automatisation et la fiabilité des solutions de Machine Learning, tout en contribuant à l’évolution de produits digitaux à fort impact. Votre rôle sera de rendre l’intelligence artificielle utile, fiable et industrialisable au service de nos clients et de notre raison d’être. Vos missions à nos côtés : Au sein de nos équipes projets, nous comptons sur votre expertise, votre énergie et votre enthousiasme pour concevoir, développer et faire évoluer des solutions de Machine Learning à forte valeur ajoutée. Vous intervenez sur l’ensemble du cycle de vie des modèles : de la compréhension des besoins métiers jusqu’à leur mise en production, tout en contribuant à la fiabilité, à la performance et à l’évolutivité des solutions déployées. Votre mission sera de : Déployer et exploiter des applications de Machine Learning en production dans des environnements cloud Google Cloud Platform Concevoir, collecter et orchestrer des pipelines de données fiables et performants Mettre en place et maintenir les outils CI/CD pour automatiser les déploiements Développer et améliorer les solutions de monitoring applicatif et des modèles Contribuer à l’intégration des solutions ML et IA au sein de produits digitaux à fort impact Participer à l’amélioration continue des pratiques MLOps, IA générative et LLMOps Fourchette de salaire selon expérience , à partir de 45k",CDI,2 An(s),59 - Nord,,,,,,,machine learning,,False,59,Nord,CDI,Nord,Ingénieur IA / ML,titre
3343125,Ingénieur(e) Machine Learning / ML Engineer H/F,"À l’interface entre les laboratoires de recherche et les entreprises, vous travaillez à l'industrialisation et à la mise en production des technologies. Vos principales missions : · Développer et optimiser des modèles d'IA en respectant les standards de qualité logicielle, · Concevoir et gérer les architectures serveurs et cloud pour le déploiement des modèles, · Mettre en œuvre les pipelines de déploiement continu (DevOps/MLOps), · Développer des interfaces (API, Web) pour rendre les modèles utilisables par les clients, · Conseiller les entreprises sur les choix d'infrastructure et chiffrer les réalisations techniques, · Vulgariser vos choix d'architecture et partager vos connaissances en équipe. De formation supérieure en informatique, génie logiciel ou data science (Ecole d’ingénieur ou Master 2), vous disposez de solides compétences en développement logiciel. Vous savez transformer un prototype issu de la recherche en une solution industrielle fiable et scalable. Vous maîtrisez parfaitement Python et les environnements Linux/Serveurs. Vous savez vous adapter à de nombreuses technologies. Expérience souhaitée : 1 an minimum en développement logiciel ou ML Engineering. Connaissances requises : · Python (Clean Code, Design Patterns, Tests unitaires) · IA au sens large (Machine Learning, Deep Learning) · Docker et conteneurisation · Administration de serveurs Linux · Anglais technique Connaissances appréciées : · Cloud (services managés AWS, Azure, GCP, Scaleway ou OVH) · CI/CD et outils MLOps · Git (usage avancé) · Développement web Rigoureux(se), autonome et doté(e) d'un esprit d'ingénierie, vous avez le goût pour la performance et la robustesse logicielle. Vous possédez un bon sens relationnel pour échanger avec nos prospects et clients et savez chiffrer vos travaux. POURQUOI NOUS REJOINDRE ? · Diversité et Sens : Oubliez la monotonie. Vous travaillerez sur des projets variés (industrie 4.0, environnement, défense, santé) avec un impact direct sur le tissu économique régional. · Culture de l'Apprentissage : Nous encourageons la montée en compétences continue. Vous bénéficierez de l’appui de nos seniors experts et d’un accès privilégié à des ressources matérielles de pointe (serveurs GPU type A100). · Environnement Stimulant : Vous évoluerez au cœur d'un écosystème unique, à la croisée des chemins entre l’effervescence de la recherche académique et l'agilité du monde entrepreneurial. · Équilibre de Vie : Nous valorisons le bien-être de nos collaborateurs avec une politique de télétravail flexible et un environnement de travail collaboratif au sein du campus de Talence. · Liberté Technologique : Vous aurez une réelle influence sur le choix des outils et des frameworks utilisés pour construire les architectures de demain. INFORMATIONS COMPLÉMENTAIRES Rémunération : 38 – 46 K€ (selon profil et expérience) Lieu de travail : locaux du CATIE (Talence), télétravail possible (jusqu’à 3 jours de télétravail par semaine). Contrat : · Contrat CDI (36h36 hebdomadaire soit 7h18 par jour) · 25 jours de congés payés + 15 jours de repos compensateurs · Convention Collective Nationale de la Métallurgie Avantages : · Tickets restaurant d’une valeur de 10€ pris en charge à 60% · Remboursement à 75 % des frais de transport en commun de la Métropole de Bordeaux · Mutuelle famille et prévoyance avec un haut niveau de garanties · Compte Épargne Temps (jusqu’à 10 jours) · Formation continue, développement de compétences · T",CDI,Débutant accepté,33 - Talence,Recherche-développement en autres sciences physiques et naturelles,CATIE,,,,,machine learning,,False,33,Talence,CDI,Bordeaux Métropole,Ingénieur IA / ML,titre
3144612,Ingénieur Machine Learning - MLOps Senior H/F,"Votre future équipeRejoignez dès maintenant les équipes digitales d'Assystem, sous la responsabilité de Loïc, Responsable d'activité.Dans le cadre d'un projet stratégique à forte visibilité au sein d'un environnement nucléaire exigeant, nous recherchons un Ingénieur Machine Learning / MLOps H/F pour intervenir sur un sujet innovant autour de l'exploitation de données 3D industrielles et de l'industrialisation de solutions d'intelligence artificielle.Le projet vise à développer une solution capable d'analyser des maquettes numériques complexes afin de générer automatiquement des recommandations de positionnement d'ancrages de tuyauterie, à partir d'historiques de conception et de contraintes métiers.Description du posteVos principales missions seront les suivantes :Piloter la conception, le développement et l'industrialisation de modèles de Machine Learning et Deep Learning répondant à des problématiques industrielles complexesExploiter et structurer des volumes importants de données techniques issues de maquettes numériques 3D et de systèmes industrielsConcevoir et mettre en œuvre des pipelines MLOps robustes garantissant l'automatisation, la reproductibilité et la maintenabilité des modèlesParticiper aux choix de stack technique et d'architecture afin de construire une solution scalable et industrialisableDévelopper des solutions IA capables de générer des recommandations de positionnement à partir d'historiques et de contraintes métierAssurer le déploiement, le monitoring, la maintenance et l'amélioration continue des modèles en productionTravailler sur des problématiques Big Data liées au traitement et à l'exploitation de données volumineusesCollaborer avec les équipes métiers et les experts techniques afin de transformer les besoins opérationnels en solutions IA concrètesParticiper aux phases d'audit, de cadrage technique, de POC puis d'industrialisation des solutionsJouer un rôle de référent technique et accompagner les autres membres de l'équipe sur les sujets IA / MLOpsPourquoi rejoindre la communauté des Switchers ?Rejoignez la communauté des Switchers et prenez part à des projets digitaux innovants au cœur des enjeux industriels et énergétiques de demain !? Plus de 55 ans d'expérience dans des projets industriels complexes
? Participer à des projets stratégiques à forte visibilité autour de l'IA et de la transformation digitale du nucléaire
? De nombreuses opportunités de carrière avec 70% de nos managers issus de la promotion interne",Intérim - 1 Mois,Débutant accepté,92 - Courbevoie,Activités des agences de placement de main-d'œuvre,,,,,,machine learning,,False,92,Courbevoie,Intérim,Île-de-France,MLOps,titre
3065350,Alternance Développeur IA & Machine Learning - Évry-Courcouronnes (F/H) (H/F),"Développer et mettre en place un moteur prédictif d'imputation comptable intégré à un outil de contrôle de gestion basé sur l'IA.Explorer et expérimenter des algorithmes de ML/IA pour optimiser la performance du moteur.Assurer une intégration fluide en adaptant les solutions aux besoins métiers spécifiques.Gérer les mises à jour, la sécurité et la maintenance des modules développés.",CDD - 12 Mois,Débutant accepté,91 - Évry-Courcouronnes,,,,,,,machine learning,,False,91,Évry-Courcouronnes,CDD,Île-de-France,IA / Machine Learning,titre
2838784,Segula Technologies - Ingénieur / Ingénieure machine learning (H/F),"Dans le cadre du développement de notre activité dans le secteur automobile, nous recherchons un Ingénieur Vision Industrielle H/F.
Pour cela, vous serez amené à :

Comprendre et échanger sur les besoins des partenaires internes,
Etudier, concevoir et réaliser les solutions : architecture vision, traitement d'images,
Piloter les études d'intégration sur équipements opérationnels,
Participer à l'installation et au démarrage de l'équipement sur nos sites industriels,
Valider les performances de l'équipement,
Assurer le support technique et la formation aux sites industriels.

Nous recherchons un candidat possédant les compétences suivantes :

Formation Bac+5 minimum, spécialité vision industrielle ou computer vision,
Programmation d'algorithmes de traitement d'image,
Connaissance environnement Keyence, Cognex et Gocator,
Connaissances techniques suivantes : caméra matricielle, caméra linéaire, éclairage,
Maîtrise de l'anglais (des déplacements à l'international sont à prévoir).",CDI,5 An(s),63 - Clermont-Ferrand,Activités des sièges sociaux,,,,,,machine learning,,False,63,Clermont-Ferrand,CDI,Clermont-Ferrand,Ingénieur IA / ML,titre
1458668,Alternance Chef de projet développement Machine Learning - Plaisir (F/H) (H/F),"Vous intervenez en soutien d'un Chef de Projet pour le suivi des opérations au niveau global concernant les mobiliers digitaux. Vous êtes rattaché(e) à la division Opérations Internationales et faites le lien entre notre Siège en France et nos filiales.  
Vous aurez pour missions de : 
Lancer des campagnes d'audit auprès des filiales internationales, notamment sur la sécurité des mobiliers digitaux. 
Définir et suivre le plan d'action défini sur la base des résultats d'audit. 
Analyser les données globales pour optimiser les processus de gestion des stocks pour les filiales internationales. 
Définir et rédiger des procédures, entre autres pour la maintenance des mobiliers digitaux.",CDD - 12 Mois,Débutant accepté,78 - Plaisir,,,,,,,machine learning,,False,78,Plaisir,CDD,Île-de-France,IA / Machine Learning,titre
8818681,Machine Learning Engineer - H/F/NB,"En nous rejoignant sur ce poste, vous intégrerez une équipe multidisciplinaire (data, programmation, game &amp; narrative design, animation, etc.), guidée par une question simple et ambitieuse : parmi toutes les possibilités offertes par l'IA générative, lesquelles sont réellement intéressantes et fun pour le gameplay ?L'équipe a pour mission de tester de nouvelles expériences auprès de joueurs et joueuses, et d'équiper les créateur·rices pour imaginer des interactions plus dynamiques, immersives et surprenantes - jusqu'à faire émerger des features impossibles à réaliser autrement. Son quotidien s'inscrit à la croisée de la R&amp;D, du développement produit, de la création de jeux courts et de la collaboration multi-studios, au service des gameplays de demain.Au sein de l'équipe responsable de l'analyse des données et des projets data science, détachée dans une production de jeu vidéo, vous apportez vos connaissances en Machine Learning et en analyse de données en général aux équipes de développement afin d'exploiter le potentiel de l'Intelligence Artificielle au sein du design de nos jeux. Vos missions seront les suivantes&#xa0;:Contribuer à la faisabilité technique des systèmes gameplay basés sur l'IA.Identifier des algorithmes pertinents (génératifs, information retrieval, classification.) et les adapter pour un usage production (fine-tuning, optimisation, intégration).Mettre en place les processus d'évaluation pertinentsDéployer ces algorithmes sur des cloud internes ou externes de manière robuste et scalable, en suivant les meilleurs pratiques en terme de développement et de MLOps, en collaboration avec les ingénieurs du projetsImplémenter des techniques à partir de papiers de recherche dans une démarche d'innovation/R&amp;D&#xa0;",Intérim - 1 Mois,Débutant accepté,81 - Parisot,Activités des agences de placement de main-d'œuvre,,,,,,machine learning,,False,81,Paris,Intérim,Île-de-France,Ingénieur IA / ML,titre
8813032,Consultant.e Senior AI/Machine Learning AWS H/F,"?? MissionsSupporter le processus de développement machine learning de bout en bout pour concevoir, créer et gérer des logiciels reproductibles, testables et évolutifs,Travailler sur la mise en place et l'utilisation de plateformes ML/IA/MLOps (telles que AWS SageMaker, Kubeflow, AWS Bedrock, AWS Titan),Apporter à nos clients des best practices en termes d'organisation, de développement, d'automatisation, de monitoring, de sécurité,Expliquer et appliquer les best practices pour l'automatisation, le testing, le versioning, la reproductibilité et le monitoring de la solution IA déployée,Encadrer et superviser les consultant(es) juniors i.e., peer code review, application des best practices,Accompagner notre équipe commerciale sur la rédaction de propositions et des réunions d'avant-vente,Participer au développement de notre communauté interne (REX, workshops, articles, hackerspace,Participer au recrutement de nos futurs talents.&#xa0;?? Évoluer au sein de la communautéÉvoluer au sein de la Squad AI/ML, c'est être acteur dans la création d'un environnement stimulant dans lequel les consultant·e·s ne cessent de se tirer vers le haut, aussi bien en ce qui concerne les compétences techniques que les soft-skills. Mais ce n'est pas tout, c'est aussi des événements réguliers et des conversations slacks dédiées vous permettant de solliciter les communautés (Data, AI/ML, DevOps, Sécuritdans leur ensemble !Sur le bassin parisien, la Squad compte une vingtaine personnes, le tout encadré par un Tribe Leader, et 3 Squad Leaders.A côté de cela,vous avez l'opportunité de participer au développement des différentes communautés internes (REX, workshops, articles, Podcastsp>&#xa0;?? RémunérationLa rémunération fixe proposée pour le poste est en fonction de votre expérience et dans une fourchette de 52k à 59k.",Intérim - 1 Mois,Débutant accepté,92 - Levallois-Perret,Activités des agences de placement de main-d'œuvre,,,,,,machine learning,,False,92,Levallois-Perret,Intérim,Île-de-France,IA / Machine Learning,titre
3660409,POST-DOC INGENIEUR-E DEEP LEARNING F/H (H/F),"La direction Energie Environnement, composée de 120 ingénieurs et chercheurs passionnés recherche un(e) Post-Doc talentueux(se) pour rejoindre l'équipe IDPB en charge de la Base de Données Nationale des Bâtiments (https://bdnb.io).

Votre rôle sera de continuer le développement de modèles multimodaux images (façade, aérien et satellite) / données tabulaires (et potentiellement LLM) appliqués aux bâtiments, issus d'un précédent post-doc.

Ce postdoc a pour objectif d'étendre les travaux du post doc précédant :

 * Explorer les sujets algorithmiques sur l'entrainement multimodale et son exploitation dans le cadre de la prédiction de données manquantes à partir d'images afin d'en améliorer la performance. Et étendre le contexte aux bâtiments tertiaires, dont le niveau de description est très faible. 

 * Développer des modèles de bâtimentS multimodaux. Les résultats devront permettre à nos ingénieurs et à nos utilisateurs de capitaliser différentes modalités de données Magal bâtimentaire (tabulaire, image, texte...) pour les tâches aval de machine learning telles que : 

 * prédiction de typologies de bâtiment (classification, clustering) 
 * recherche et interaction avec la description du bâtiment en langage naturel 
 * recherche par similarité (Retrieval Augmented Generation ou RAG)
Vous êtes titulaire d'un doctorat dans le domaine du deep learning appliqué à l'image.

Vous êtes familier avec les techniques du type Vision transformer et les approches multimodales (ex : ImageBind).

Vous êtes à l'aise avec le stack python scientifique (pandas, numpy, scikit learn, pytorch).

Connaissances appréciées :

 * Tensorboard, mlflow, dagster , dbt
 * Technologies de base de données relationnelles (SQL)
 * git, gitlab

Vous disposez d'une aptitude au travail en équipe.

Vous faites preuve de rigueur et disposez d'un sens de l'organisation.

Vous avez un esprit critique et vous êtes force de proposition.

Vous disposez de capacités rédactionnelles et vous avez un esprit de synthèse.

Vous faites preuve de curiosité et de créativité.

Vous souhaitez être acteur d'un monde qui change, rejoignez-nous !",CDD - 18 Mois,Débutant accepté,38 - Grenoble,"Ingénierie,études techniques",CSTB,36000.0,0.0,36000.0,,machine learning,18000.0,True,38,Grenoble,CDD,Grenoble-Alpes Métropole,Ingénieur IA / ML,titre
3879352,SERVEUR APPRENTISSAGE H/F,"Envie de rejoindre notre équipe ?
Le Mercure Lille aéroport est à la recherche de ses futurs alternants en cuisine et service en restauration pour la rentrée de Septembre.
Les conditions pour nous rejoindre ? Être motivé et savoir travailler en équipe.&#xa0;&#xa0;",CDD - 12 Mois,Débutant accepté,59 - Lesquin,,,,,,,machine learning,,False,59,Lesquin,CDD,Lesquin,Cloud / DevOps / Systems,titre
